"RIGHT NUMBER","SUB_BASIN","YEAR","ALLOTMENT","FLEXIBILITY ACCT. BALANCE","FLEX. VARIANCE","CREDITS_AVAIL_FOR_SALE","AMA","IRRIGATION DISTRICT","BMP ENROLLEE","CONVEYANCE_DATE","ID"
"58-112704.0009","EAST SALT RIVER VALLEY","2013","142.3 AF","1442.62 AF","1013.79%","105.78 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5149560"
"58-102332.0005","ELOY","2007","5673.43 AF","5585.14 AF","98.44%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","N","","5381121"
"58-100188.0006","ELOY","2015","0 AF","61.79 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5373913"
"58-114606.0004","WEST SALT RIVER VALLEY","2010","77.42 AF","239.14 AF","308.89%","22.92 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5458245"
"58-101357.0012","MARICOPA-STANFIELD","2013","0 AF","961.87 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","6088781"
"58-106490.0001","AVRA VALLEY","2019","56.94 AF","1814.93 AF","3187.44%","56.94 AF","TUCSON AMA","","N","","5505801"
"58-114649.0007","AVRA VALLEY","2018","187.26 AF","1953.44 AF","1043.17%","149.72 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","6415726"
"58-112700.0013","MARICOPA-STANFIELD","2020","418.87 AF","4736.12 AF","1130.69%","30.7 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6835077"
"58-103394.0004","ELOY","2023","504.59 AF","-356.8 AF","-70.71%","NONE","PINAL AMA","SAN CARLOS","N","","7349369"
"58-103533.0003","WEST SALT RIVER VALLEY","2013","457.24 AF","1151.08 AF","251.75%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5036911"
"58-111837.0004","ELOY","2011","759.77 AF","11673.64 AF","1536.47%","643.53 AF","PINAL AMA","SAN CARLOS","N","","5937237"
"58-104492.0002","LITTLE CHINO","2017","112.8 AF","614.8 AF","545.04%","102.8 AF","PRESCOTT AMA","","N","","6054588"
"58-111435.0009","ELOY","2021","50.4 AF","554.07 AF","1099.35%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5039430"
"58-103173.0003","ELOY","2020","0 AF","482.1 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5118524"
"58-101666.0019","MARICOPA-STANFIELD","2019","32.84 AF","-3.04 AF","-9.26%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5358499"
"58-109710.0007","MARICOPA-STANFIELD","2020","644.78 AF","5370.54 AF","832.93%","644.78 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5924418"
"58-111120.0024","EAST SALT RIVER VALLEY","2023","152.66 AF","1218.49 AF","798.17%","152.66 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","7188080"
"58-101553.0022","MARICOPA-STANFIELD","2009","51.78 AF","1058.53 AF","2044.28%","51.78 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5036242"
"58-102732.0008","WEST SALT RIVER VALLEY","2018","386.4 AF","580.02 AF","150.11%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5150903"
"58-150006.0002","MARICOPA-STANFIELD","2014","144.9 AF","1431.29 AF","987.78%","38.07 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5516060"
"58-102306.0046","EAST SALT RIVER VALLEY","2013","476.89 AF","9933.69 AF","2083.01%","27.45 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6208022"
"58-112701.0006","MARICOPA-STANFIELD","2013","61.78 AF","1245.34 AF","2015.77%","61.78 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6258921"
"58-102385.0002","ELOY","2014","0 AF","5.56 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","6366462"
"58-109937.0021","MARICOPA-STANFIELD","2024","161.44 AF","2751.7 AF","1704.47%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648434"
"58-107201.0002","EAST SALT RIVER VALLEY","2024","0 AF","5111.59 AF","0%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","Y","","6091140"
"58-100690.0003","MARICOPA-STANFIELD","2023","45.4 AF","1031.09 AF","2271.12%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6044636"
"58-111120.0022","EAST SALT RIVER VALLEY","2021","323.29 AF","6726.58 AF","2080.66%","323.29 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6207974"
"58-103241.0007","ELOY","2009","485.01 AF","3826.73 AF","789%","485.01 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5031225"
"58-130297.0001","WEST SALT RIVER VALLEY","2010","130.11 AF","872.98 AF","670.96%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5024649"
"58-102306.0033","EAST SALT RIVER VALLEY","2014","62.77 AF","950.34 AF","1514%","6.77 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5133559"
"58-112633.0003","ELOY","2022","476.01 AF","15448.53 AF","3245.42%","476.01 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5035079"
"58-114158.0004","WEST SALT RIVER VALLEY","2021","502.47 AF","3344.72 AF","665.66%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5370086"
"58-100288.0003","ELOY","2024","0 AF","0 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5647895"
"58-108358.0003","WEST SALT RIVER VALLEY","2018","93.89 AF","1641.35 AF","1748.16%","15.69 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","6807582"
"58-103231.0007","MARICOPA-STANFIELD","2022","307.4 AF","7281.56 AF","2368.76%","307.4 AF","PINAL AMA","SAN CARLOS","N","","7491878"
"58-109250.0112","MARICOPA-STANFIELD","2017","0 AF","118.95 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5030759"
"58-103052.0006","WEST SALT RIVER VALLEY","2007","0 AF","938.93 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5151087"
"58-108767.0005","WEST SALT RIVER VALLEY","2013","479.79 AF","3761.08 AF","783.9%","NONE","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","6255812"
"58-112634.0038","EAST SALT RIVER VALLEY","2017","590.55 AF","4788.49 AF","810.85%",".55 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","6403325"
"58-103857.0006","ELOY","2025","43.1 AF","1229.79 AF","2853.34%","NONE","PINAL AMA","","N","","5036859"
"58-100275.0001","ELOY","2025","0 AF","2221.2 AF","0%","NONE","PINAL AMA","","Y","","5135494"
"58-112480.0005","SANTA CRUZ AMA","2021","3794.54 AF","3166.5 AF","83.45%","1293.7 AF","SANTA CRUZ AMA","","N","","6392693"
"58-104036.0004","RAINBOW VALLEY","2019","437.58 AF","12521 AF","2861.42%","437.58 AF","PHOENIX AMA","","N","","6796361"
"58-109711.0028","MARICOPA-STANFIELD","2023","75.94 AF","996.1 AF","1311.69%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","7373195"
"58-107186.0005","RAINBOW VALLEY","2024","152.4 AF","5135.04 AF","3369.45%","NONE","PHOENIX AMA","","N","","7772938"
"58-102962.0002","AVRA VALLEY","2007","708.64 AF","4044.42 AF","570.73%","10.35 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5009388"
"58-102821.0023","WEST SALT RIVER VALLEY","2010","146.81 AF","1082.62 AF","737.43%","25.55 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5153777"
"58-105167.0007","MARICOPA-STANFIELD","2010","41.08 AF","995.13 AF","2422.42%","41.08 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5371041"
"58-102354.0008","WEST SALT RIVER VALLEY","2013","1550.45 AF","13933 AF","898.64%","772.35 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5899111"
"58-103824.0002","EAST SALT RIVER VALLEY","2025","129.81 AF","725.35 AF","558.78%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5017951"
"58-103655.0038","MARICOPA-STANFIELD","2018","49.55 AF","1524.25 AF","3076.19%","49.55 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796435"
"58-113495.0012","EAST SALT RIVER VALLEY","2021","339.11 AF","5968.42 AF","1760.02%","339.11 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5898475"
"58-111242.0002","WEST SALT RIVER VALLEY","2023","202.8 AF","4752.78 AF","2343.58%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5914683"
"58-108292.0014","MARICOPA-STANFIELD","2023","169.84 AF","255.64 AF","150.52%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6369379"
"58-101357.0016","MARICOPA-STANFIELD","2018","0 AF","-51.99 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","6409287"
"58-150056.0003","ELOY","2022","524.14 AF","11308.71 AF","2157.57%","451.03 AF","PINAL AMA","SAN CARLOS","N","","6701348"
"58-101831.0007","ELOY","2025","343.37 AF","8209.66 AF","2390.91%","NONE","PINAL AMA","SAN CARLOS","N","","7491792"
"58-112866.0001","WEST SALT RIVER VALLEY","2023","142.46 AF","1097.75 AF","770.57%","41.02 AF","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","7452978"
"58-109250.0110","MARICOPA-STANFIELD","2011","2049.95 AF","471.87 AF","23.02%","171.34 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027235"
"58-150029.0003","ELOY","2009","770 AF","4637.2 AF","602.23%","502.92 AF","PINAL AMA","SAN CARLOS","N","","5324850"
"58-105490.0012","EAST SALT RIVER VALLEY","2014","9.24 AF","177.66 AF","1922.73%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5232272"
"58-100896.0029","ELOY","2017","2130.72 AF","3855.45 AF","180.95%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5663631"
"58-101778.0008","LAKE PLEASANT","2018","1007.59 AF","11856.84 AF","1176.75%","NONE","PHOENIX AMA","","N","","5656489"
"58-104979.0003","EAST SALT RIVER VALLEY","2016","126.33 AF","760.21 AF","601.77%","106.98 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","6382086"
"58-113319.0001","WEST SALT RIVER VALLEY","2021","198.37 AF","4208.94 AF","2121.76%","89.37 AF","PHOENIX AMA","","N","","5027411"
"58-101466.0007","ELOY","2025","21.38 AF","250.27 AF","1170.58%","NONE","PINAL AMA","","N","","5117866"
"58-150005.0001","MARICOPA-STANFIELD","2019","154.7 AF","1941.21 AF","1254.82%","154.7 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5516009"
"58-100188.0017","ELOY","2024","0 AF","-7.8 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6373631"
"58-103026.0007","MARICOPA-STANFIELD","2025","984.24 AF","894.49 AF","90.88%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6405714"
"58-113903.0005","WEST SALT RIVER VALLEY","2011","0 AF","3855.86 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5011699"
"58-100509.0005","ELOY","2006","97.8 AF","1127.6 AF","1152.97%","NONE","PINAL AMA","SAN CARLOS","N","","5039940"
"58-108040.0002","WEST SALT RIVER VALLEY","2016","95.5 AF","-324.97 AF","-340.28%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5021235"
"58-103257.0001","EAST SALT RIVER VALLEY","2011","67.6 AF","593.03 AF","877.26%","NONE","PHOENIX AMA","SUN VALLEY FARMS UNIT II WTR","N","","5138944"
"58-150082.0003","ELOY","2010","726.44 AF","10238.11 AF","1409.35%","6.87 AF","PINAL AMA","SAN CARLOS","N","","5491933"
"58-112743.0011","ELOY","2011","118.68 AF","214.14 AF","180.43%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657117"
"58-101531.0004","WEST SALT RIVER VALLEY","2012","229.83 AF","655.4 AF","285.17%",".83 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","6090801"
"58-100944.0007","ELOY","2024","30.94 AF","516.23 AF","1668.49%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5301616"
"58-112743.0004","ELOY","2025","0 AF","1940.51 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5286127"
"58-102248.0001","ELOY","2020","1120.52 AF","26291.56 AF","2346.37%","803.59 AF","PINAL AMA","SAN CARLOS","N","","5645266"
"58-101601.0010","MARICOPA-STANFIELD","2025","104.62 AF","654.24 AF","625.35%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6039202"
"58-103857.0006","ELOY","2013","43.1 AF","798.79 AF","1853.34%","43.1 AF","PINAL AMA","","N","","5036859"
"58-106490.0001","AVRA VALLEY","2008","56.94 AF","1188.59 AF","2087.44%","56.94 AF","TUCSON AMA","","N","","5505801"
"58-112214.0002","EAST SALT RIVER VALLEY","2009","23.75 AF","120.39 AF","506.91%","16.39 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5505893"
"58-105010.0001","WEST SALT RIVER VALLEY","2017","241.18 AF","-2331.41 AF","-966.67%","241.18 AF","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6648841"
"58-109711.0026","MARICOPA-STANFIELD","2018","85.24 AF","1230.84 AF","1443.97%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5030440"
"58-100626.0001","WEST SALT RIVER VALLEY","2024","749.62 AF","-2205.45 AF","-294.21%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5133570"
"58-117008.0003","WEST SALT RIVER VALLEY","2024","97.21 AF","1323.79 AF","1361.78%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5114562"
"58-113398.0003","WEST SALT RIVER VALLEY","2023","467.79 AF","5568.93 AF","1190.48%","363.27 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5117877"
"58-100926.0004","HASSAYAMPA","2019","497.48 AF","14011.82 AF","2816.56%","497.48 AF","PHOENIX AMA","","N","","5117839"
"58-112634.0029","EAST SALT RIVER VALLEY","2022","146.86 AF","1316.78 AF","896.62%",".86 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5314220"
"58-100936.0002","ELOY","2020","915.69 AF","20143.79 AF","2199.85%","915.69 AF","PINAL AMA","","N","","5501246"
"58-105141.0005","EAST SALT RIVER VALLEY","2025","171.23 AF","1468.6 AF","857.68%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","7758794"
"58-108380.0009","EAST SALT RIVER VALLEY","2014","26.18 AF","464.14 AF","1772.88%","26.18 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5138186"
"58-112587.0002","EAST SALT RIVER VALLEY","2015","49.06 AF","464.68 AF","947.17%","12.66 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5519330"
"58-100543.0002","ELOY","2017","81.29 AF","1142.57 AF","1405.55%","63.95 AF","PINAL AMA","SAN CARLOS","N","","5463376"
"58-100082.0004","MARICOPA-STANFIELD","2017","0 AF","-28 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5772426"
"58-111758.0029","ELOY","2015","22.47 AF","202.01 AF","899.02%","2.49 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5750998"
"58-102709.0002","WEST SALT RIVER VALLEY","2023","71.31 AF","215.27 AF","301.88%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5289974"
"58-103828.0003","EAST SALT RIVER VALLEY","2018","0 AF","67.36 AF","0%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","Y","","5799106"
"58-101518.0001","HASSAYAMPA","2023","699.1 AF","-1413.33 AF","-202.16%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","5945265"
"58-106349.0003","HASSAYAMPA","2024","942.38 AF","5820.14 AF","617.6%","NONE","PHOENIX AMA","","N","","6411391"
"58-101357.0016","MARICOPA-STANFIELD","2025","0 AF","-51.99 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","6409287"
"58-100846.0001","HASSAYAMPA","2020","102.45 AF","3261.31 AF","3183.32%","102.45 AF","PHOENIX AMA","","N","","7219170"
"58-101449.0010","ELOY","2007","97.53 AF","1321.29 AF","1354.75%","76.55 AF","PINAL AMA","SAN CARLOS","N","","5032144"
"58-100054.0003","SANTA CRUZ AMA","2015","145.86 AF","1761.26 AF","1207.5%","107.86 AF","SANTA CRUZ AMA","","N","","5342927"
"58-104241.0002","ELOY","2015","43.8 AF","688.71 AF","1572.4%","38.51 AF","PINAL AMA","SAN CARLOS","N","","5301207"
"58-114230.0007","EAST SALT RIVER VALLEY","2015","117.35 AF","1869.88 AF","1593.42%","117.35 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5497730"
"58-104178.0007","ELOY","2009","755.16 AF","636.13 AF","84.24%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657468"
"58-107845.0006","SANTA CRUZ AMA","2010","633.45 AF","5982.76 AF","944.47%","NONE","SANTA CRUZ AMA","","N","","5755571"
"58-100944.0010","ELOY","2017","0 AF","2055.42 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5939180"
"58-109250.0111","MARICOPA-STANFIELD","2020","21.29 AF","237.21 AF","1114.19%","21.29 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027246"
"58-109250.0111","MARICOPA-STANFIELD","2021","21.29 AF","-11.81 AF","-55.47%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027246"
"58-106348.0004","WEST SALT RIVER VALLEY","2022","313.39 AF","76.08 AF","24.28%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5366038"
"58-103655.0037","MARICOPA-STANFIELD","2019","55.04 AF","1812.23 AF","3292.57%","55.04 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796422"
"58-105334.0004","SANTA CRUZ AMA","2025","158.71 AF","4617.3 AF","2909.27%","NONE","SANTA CRUZ AMA","","N","","7496488"
"58-111363.0002","WEST SALT RIVER VALLEY","2024","82.17 AF","2600.43 AF","3164.7%","NONE","PHOENIX AMA","","N","","7774028"
"58-104067.0007","MARICOPA-STANFIELD","2012","18.56 AF","201.55 AF","1085.94%","18.56 AF","PINAL AMA","","N","","5022484"
"58-100188.0009","ELOY","2013","53.72 AF","136.96 AF","254.95%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5373952"
"58-113467.0003","WEST SALT RIVER VALLEY","2024","16.99 AF","180.21 AF","1060.68%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5151006"
"58-102203.0005","HASSAYAMPA","2022","0 AF","2091.91 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","5610736"
"58-103230.0002","MARICOPA-STANFIELD","2024","1007.76 AF","28631.91 AF","2841.14%","NONE","PINAL AMA","SAN CARLOS","N","","5667650"
"58-103241.0009","ELOY","2023","0 AF","6584.45 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6097759"
"58-106369.0002","EAST SALT RIVER VALLEY","2016","353.76 AF","3585.18 AF","1013.45%","219.76 AF","PHOENIX AMA","SUN VALLEY FARMS CO-OP IV","N","","5036196"
"58-113398.0003","WEST SALT RIVER VALLEY","2009","467.79 AF","2876.01 AF","614.81%","99.11 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5117877"
"58-114619.0073","ELOY","2021","17.29 AF","526.16 AF","3043.15%","17.29 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657878"
"58-101672.0016","WEST SALT RIVER VALLEY","2018","119.09 AF","258.83 AF","217.34%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5910595"
"58-111758.0017","ELOY","2015","16.8 AF","238.37 AF","1418.87%","3.77 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5029299"
"58-113849.0003","WEST SALT RIVER VALLEY","2010","134.78 AF","1295.16 AF","960.94%","38.95 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5017335"
"58-106549.0015","MARICOPA-STANFIELD","2013","977.68 AF","3753.19 AF","383.89%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5517845"
"58-103173.0003","ELOY","2019","697.3 AF","482.1 AF","69.14%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5118524"
"58-108882.0028","EAST SALT RIVER VALLEY","2021","60.12 AF","570.58 AF","949.07%","11.16 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5127304"
"58-103067.0003","EAST SALT RIVER VALLEY","2025","35.88 AF","818.81 AF","2282.08%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5459020"
"58-102985.0032","WEST SALT RIVER VALLEY","2025","17.59 AF","198.28 AF","1127.23%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5526002"
"58-150020.0011","MARICOPA-STANFIELD","2019","525.8 AF","3588.45 AF","682.47%","184.87 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5651087"
"58-102354.0008","WEST SALT RIVER VALLEY","2024","1550.45 AF","18764.75 AF","1210.28%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5899111"
"58-130630.0011","WEST SALT RIVER VALLEY","2019","0 AF","2788.11 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","7082846"
"58-100309.0003","ELOY","2024","723.96 AF","16783.16 AF","2318.24%","NONE","PINAL AMA","SAN CARLOS","N","","6826332"
"58-106855.0025","EAST SALT RIVER VALLEY","2025","58.96 AF","766.38 AF","1299.83%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","7059643"
"58-111841.0003","ELOY","2014","0 AF","12165.35 AF","0%","NONE","PINAL AMA","","Y","","5022098"
"58-109937.0021","MARICOPA-STANFIELD","2022","161.44 AF","2676.68 AF","1658%","59.67 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648434"
"58-111120.0020","EAST SALT RIVER VALLEY","2019","265.76 AF","2073.25 AF","780.12%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6080329"
"58-105751.0010","WEST SALT RIVER VALLEY","2022","521.14 AF","-1306.67 AF","-250.73%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6919692"
"58-106118.0006","HASSAYAMPA","2007","92.43 AF","1674.8 AF","1811.97%","92.43 AF","PHOENIX AMA","","N","","5374478"
"58-108018.0014","AVRA VALLEY","2021","1780.53 AF","34800.22 AF","1954.49%","453.96 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5138047"
"58-109460.0005","WEST SALT RIVER VALLEY","2022","1003.84 AF","11196.4 AF","1115.36%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5509707"
"58-100732.0013","ELOY","2006","272.32 AF","3871.45 AF","1421.65%","239.98 AF","PINAL AMA","SAN CARLOS","N","","5041343"
"58-130314.0002","WEST SALT RIVER VALLEY","2016","0 AF","121.21 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5117974"
"58-103178.0017","MARICOPA-STANFIELD","2023","0 AF","-141.43 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5517471"
"58-112214.0002","EAST SALT RIVER VALLEY","2022","23.75 AF","245.48 AF","1033.6%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5505893"
"58-108882.0028","EAST SALT RIVER VALLEY","2012","60.12 AF","636.52 AF","1058.75%",".12 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5127304"
"58-100294.0014","ELOY","2012","15.35 AF","233.89 AF","1523.71%","13.63 AF","PINAL AMA","SAN CARLOS","N","","5655789"
"58-111203.0024","WEST SALT RIVER VALLEY","2017","0 AF","-135.23 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","6267085"
"58-130007.0005","WEST SALT RIVER VALLEY","2022","304.08 AF","3656.9 AF","1202.61%","264.7 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","6090406"
"58-101531.0007","WEST SALT RIVER VALLEY","2020","325.89 AF","713.67 AF","218.99%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","6090930"
"58-100034.0036","HASSAYAMPA","2024","94.72 AF","3334.12 AF","3519.97%","NONE","PHOENIX AMA","","N","","7468487"
"58-106118.0010","HASSAYAMPA","2023","723.43 AF","9476.5 AF","1309.94%","NONE","PHOENIX AMA","","N","","7637688"
"58-109250.0140","MARICOPA-STANFIELD","2013","44.5 AF","246.38 AF","553.66%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5664871"
"58-103550.0004","WEST SALT RIVER VALLEY","2013","152.42 AF","-949.62 AF","-623.03%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6039246"
"58-115521.0006","MARICOPA-STANFIELD","2025","2047.53 AF","51798.89 AF","2529.82%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5797445"
"58-113169.0016","ELOY","2022","0 AF","-559.42 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5898678"
"58-112701.0006","MARICOPA-STANFIELD","2024","61.78 AF","1729.8 AF","2799.94%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6258921"
"58-104979.0003","EAST SALT RIVER VALLEY","2023","126.33 AF","1219.17 AF","965.07%","116.85 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","6382086"
"58-112825.0028","WEST SALT RIVER VALLEY","2023","491.72 AF","6172.31 AF","1255.25%","491.72 AF","PHOENIX AMA","","N","","7497883"
"58-130344.0004","WEST SALT RIVER VALLEY","2017","92.9 AF","576.28 AF","620.32%","89.86 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5134649"
